datetime,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,temp,feelslike,humidity,precip,preciptype,snow,snowdepth,windspeed,cloudcover,visibility,conditions,icon
2021-11-23,1.0,0.0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,None,Station Wagon/Sport Utility Vehicle,None,36.8,29.2,45.7,0.0,none,0.0,0.0,24.2,16.0,9.9,Clear,clear-day
2021-11-24,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passing Too Closely,Sedan,Sedan,38.2,33.4,46.2,0.0,none,0.0,0.0,10.5,7.3,9.9,Clear,clear-day
2021-11-25,1.0,0.0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Station Wagon/Sport Utility Vehicle,Motorcycle,48.1,47.4,37.8,0.0,none,0.0,0.0,8.1,42.0,9.9,Partially cloudy,partly-cloudy-day
2021-11-26,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,43.7,38.8,63.8,0.12,rain,0.0,0.0,19.4,98.1,9.1,"Rain, Overcast",rain
2021-11-27,2.0,0.0,2,0,0,0,0,0,,None,Station Wagon/Sport Utility Vehicle,None,36.9,29.7,48.8,0.0,none,0.0,0.0,14.8,69.3,9.9,Partially cloudy,partly-cloudy-day
2021-11-28,3.0,0.0,0,0,0,0,3,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,37.4,35.6,67.3,0.0,none,0.0,0.0,7.0,90.9,9.1,Overcast,cloudy
2021-11-29,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,None,Sedan,None,38.9,33.3,57.9,0.003,rain,0.0,0.0,13.9,65.1,9.9,"Rain, Partially cloudy",rain
2021-11-30,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,37.3,32.9,58.1,0.0,none,0.0,0.0,13.1,71.9,9.9,Partially cloudy,partly-cloudy-day
2021-12-01,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,44.9,41.9,47.4,0.0,none,0.0,0.0,16.1,42.2,9.9,Partially cloudy,partly-cloudy-day
2021-12-02,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,53.3,52.7,65.8,0.035,rain,0.0,0.0,18.3,68.1,9.7,"Rain, Partially cloudy",rain
2021-12-03,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Sedan,44.1,38.5,43.3,0.0,none,0.0,0.0,15.8,16.3,9.9,Clear,clear-day
2021-12-04,0.0,0.0,0,0,0,0,0,0,Turning Improperly,None,Sedan,None,42.6,40.4,50.9,0.0,none,0.0,0.0,11.8,46.3,9.9,Partially cloudy,partly-cloudy-day
2021-12-05,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,44.3,42.3,42.1,0.0,none,0.0,0.0,10.3,40.0,9.9,Partially cloudy,partly-cloudy-day
2021-12-06,2.0,0.0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,52.8,52.2,80.5,0.428,rain,0.0,0.0,21.4,82.8,6.7,"Rain, Partially cloudy",rain
2021-12-07,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,39.7,34.7,43.7,0.0,none,0.0,0.0,19.0,31.7,9.9,Partially cloudy,partly-cloudy-day
2021-12-08,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Taxi,Station Wagon/Sport Utility Vehicle,38.6,34.3,64.9,0.042,"rain,snow",0.0,0.0,10.0,84.1,9.4,"Snow, Rain, Partially cloudy",rain
2021-12-09,1.0,0.0,0,0,1,0,0,0,Following Too Closely,Unspecified,Taxi,Bike,35.9,30.1,51.3,0.0,none,0.0,0.0,18.3,34.5,9.9,Partially cloudy,partly-cloudy-day
2021-12-10,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,AMBULANCE,44.8,42.8,54.1,0.0,none,0.0,0.0,9.2,82.6,9.9,Partially cloudy,partly-cloudy-day
2021-12-11,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,None,55.7,55.3,81.7,0.134,rain,0.0,0.0,15.0,97.7,6.9,"Rain, Overcast",rain
2021-12-12,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,46.4,41.9,35.9,0.0,none,0.0,0.0,21.2,20.9,9.9,Partially cloudy,partly-cloudy-day
2021-12-13,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,None,46.4,43.2,32.3,0.0,none,0.0,0.0,13.2,10.7,9.9,Clear,clear-day
2021-12-14,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,48.2,45.9,32.7,0.0,none,0.0,0.0,8.8,12.5,9.9,Clear,clear-day
2021-12-15,1.0,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,Garbage or Refuse,Station Wagon/Sport Utility Vehicle,47.6,45.7,57.2,0.0,none,0.0,0.0,10.0,56.4,9.9,Partially cloudy,partly-cloudy-day
2021-12-16,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,None,Sedan,None,58.0,58.0,59.8,0.0,none,0.0,0.0,13.0,60.6,9.9,Partially cloudy,partly-cloudy-day
2021-12-17,1.0,0.0,1,0,0,0,0,0,Unspecified,None,Taxi,None,56.8,56.6,33.0,0.0,none,0.0,0.0,14.2,21.5,9.9,Partially cloudy,partly-cloudy-day
2021-12-18,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Ambulance,Station Wagon/Sport Utility Vehicle,43.5,41.1,72.5,0.074,rain,0.0,0.0,8.1,88.7,6.8,"Rain, Partially cloudy",rain
2021-12-19,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,38.6,32.4,63.3,0.021,rain,0.0,0.0,18.3,52.7,8.6,"Rain, Partially cloudy",rain
2021-12-20,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,31.6,25.9,48.6,0.0,none,0.0,0.0,9.0,5.1,9.9,Clear,clear-day
2021-12-21,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Bus,Sedan,37.6,33.7,54.4,0.0,none,0.0,0.0,8.4,33.7,9.8,Partially cloudy,partly-cloudy-day
2021-12-22,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Taxi,Sedan,40.7,35.4,62.2,0.133,rain,0.0,0.0,16.4,54.4,8.6,"Rain, Partially cloudy",rain
2021-12-23,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Pick-up Truck,van,33.6,27.5,45.7,0.0,none,0.0,0.0,15.0,50.7,9.9,Partially cloudy,partly-cloudy-day
2021-12-24,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,35.3,31.2,74.4,0.029,"rain,snow",0.0,0.0,9.5,70.1,8.7,"Snow, Rain, Partially cloudy",rain
2021-12-25,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,None,Sedan,None,42.7,40.9,84.7,0.167,rain,0.0,0.0,7.2,93.6,5.9,"Rain, Overcast",rain
2021-12-26,1.0,0.0,0,0,1,0,0,0,Unspecified,None,Bike,None,45.9,40.6,55.8,0.0,none,0.0,0.0,17.7,30.9,9.9,Partially cloudy,partly-cloudy-day
2021-12-27,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4 dr sedan,Station Wagon/Sport Utility Vehicle,36.7,32.5,59.5,0.068,rain,0.0,0.0,10.6,63.5,9.6,"Rain, Partially cloudy",rain
2021-12-28,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,Box Truck,42.5,39.6,71.5,0.022,rain,0.0,0.0,10.9,73.1,8.4,"Rain, Partially cloudy",rain
2021-12-29,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,42.3,38.4,87.3,0.197,rain,0.0,0.0,12.8,100.0,5.2,"Rain, Overcast",rain
2021-12-30,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Box Truck,E-Bike,45.9,44.7,86.9,0.053,rain,0.0,0.0,5.6,98.7,5.1,"Rain, Overcast",rain
2021-12-31,0.0,0.0,0,0,0,0,0,0,Steering Failure,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,50.7,50.6,83.3,0.0,none,0.0,0.0,7.5,95.8,6.9,Overcast,cloudy
2022-01-01,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,52.8,52.8,91.6,0.727,rain,0.0,0.0,8.1,100.0,5.4,"Rain, Overcast",rain
2022-01-02,0.0,0.0,0,0,0,0,0,0,Obstruction/Debris,Driver Inexperience,Station Wagon/Sport Utility Vehicle,Sedan,50.3,48.9,83.8,0.092,rain,0.0,0.0,14.2,91.5,7.3,"Rain, Overcast",rain
2022-01-03,0.0,0.0,0,0,0,0,0,0,,None,Station Wagon/Sport Utility Vehicle,None,30.1,20.8,49.9,0.0,none,0.0,0.0,16.2,63.4,9.9,Partially cloudy,partly-cloudy-day
2022-01-04,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,None,27.2,20.3,49.1,0.0,none,0.0,0.0,12.4,10.1,9.9,Clear,clear-day
2022-01-05,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,39.5,35.7,77.0,0.227,"rain,snow",0.0,0.0,12.8,67.2,8.4,"Snow, Rain, Partially cloudy",rain
2022-01-06,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Box Truck,Station Wagon/Sport Utility Vehicle,37.8,32.6,50.2,0.0,"rain,snow",2.6,0.8,13.3,31.2,9.9,Partially cloudy,partly-cloudy-day
2022-01-07,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Sedan,Box Truck,30.4,21.4,65.9,0.367,"rain,snow",1.5,3.5,14.9,72.4,6.2,"Snow, Rain, Partially cloudy",snow
2022-01-08,1.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,E-Bike,Sedan,26.1,18.8,44.1,0.0,none,0.0,2.8,14.9,7.9,9.9,Clear,clear-day
2022-01-09,0.0,0.0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Sedan,None,35.9,28.9,66.8,0.108,rain,0.0,1.8,13.9,77.8,9.2,"Rain, Partially cloudy",rain
2022-01-10,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,Sedan,Van,30.7,22.0,47.0,0.0,none,0.0,0.2,20.9,41.7,9.9,Partially cloudy,partly-cloudy-day
2022-01-11,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,18.9,8.8,40.8,0.0,snow,0.0,0.0,21.9,10.7,9.6,Clear,clear-day
2022-01-12,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,31.6,25.1,46.2,0.0,none,0.0,0.0,13.9,16.5,9.9,Clear,clear-day
2022-01-13,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,39.9,37.8,59.3,0.0,none,0.0,0.0,7.2,39.4,9.7,Partially cloudy,partly-cloudy-day
2022-01-14,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,37.5,30.7,66.2,0.0,none,0.0,0.0,18.4,34.6,9.9,Partially cloudy,partly-cloudy-day
2022-01-15,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,16.3,5.1,45.3,0.0,none,0.0,0.0,13.9,14.2,9.9,Clear,clear-day
2022-01-16,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,None,Station Wagon/Sport Utility Vehicle,None,20.7,10.5,64.9,0.219,"rain,freezingrain,snow",0.2,0.0,18.2,57.0,8.4,"Snow, Rain, Freezing Drizzle/Freezing Rain, Partially cloudy",snow
2022-01-17,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Box Truck,Station Wagon/Sport Utility Vehicle,38.5,30.8,75.8,1.042,"rain,snow",0.0,0.0,21.7,98.7,7.7,"Snow, Rain, Overcast",rain
2022-01-18,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Sedan,33.1,24.5,46.6,0.0,none,0.0,0.0,17.9,52.4,9.9,Partially cloudy,partly-cloudy-day
2022-01-19,1.0,0.0,1,0,0,0,0,0,Unspecified,None,Sedan,None,40.4,35.9,47.9,0.0,none,0.0,0.0,13.9,29.0,9.9,Partially cloudy,partly-cloudy-day
2022-01-20,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,None,Station Wagon/Sport Utility Vehicle,None,35.7,29.2,61.3,0.241,"rain,snow",0.4,0.0,13.9,69.8,7.8,"Snow, Rain, Partially cloudy",snow
2022-01-21,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Box Truck,Sedan,18.6,7.5,42.7,0.0,none,0.0,0.0,13.6,22.6,9.9,Partially cloudy,partly-cloudy-day
2022-01-22,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,Taxi,Sedan,22.1,14.6,47.1,0.0,none,0.0,0.0,11.2,16.9,9.9,Clear,clear-day
2022-01-23,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,Taxi,Taxi,30.3,23.8,45.4,0.021,"rain,snow",0.0,0.0,12.8,72.5,9.0,"Snow, Rain, Partially cloudy",rain
2022-01-24,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,None,Station Wagon/Sport Utility Vehicle,None,31.4,26.7,63.5,0.0,none,0.0,0.0,10.1,94.8,9.1,Overcast,cloudy
2022-01-25,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,37.3,32.2,56.2,0.0,none,0.0,0.0,12.3,65.3,9.1,Partially cloudy,partly-cloudy-day
2022-01-26,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,24.6,16.2,37.9,0.0,none,0.0,0.0,15.0,5.7,9.9,Clear,clear-day
2022-01-27,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unsafe Speed,Station Wagon/Sport Utility Vehicle,Bike,25.5,18.6,44.2,0.0,none,0.0,0.0,9.8,29.1,9.8,Partially cloudy,partly-cloudy-day
2022-01-28,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,None,31.0,26.2,67.2,0.068,"rain,snow",2.7,0.9,13.0,100.0,5.0,"Snow, Rain, Overcast",snow
2022-01-29,1.0,0.0,0,0,1,0,0,0,Pavement Slippery,Pavement Slippery,Sedan,Bike,19.4,5.5,69.2,0.625,snow,2.4,4.4,18.5,91.8,3.7,"Snow, Overcast",snow
2022-01-30,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,19.0,8.2,45.5,0.0,snow,0.5,5.4,18.5,12.2,9.9,Clear,clear-day
2022-01-31,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Armored Truck,Taxi,25.7,20.8,44.6,0.0,none,0.0,2.9,7.5,24.6,9.9,Partially cloudy,partly-cloudy-day
2022-02-01,1.0,0.0,1,0,0,0,0,0,Unspecified,None,Taxi,None,31.3,25.2,57.3,0.0,none,0.0,1.3,11.2,31.4,9.9,Partially cloudy,partly-cloudy-day
2022-02-02,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,39.4,35.6,81.9,0.0,rain,0.0,0.9,8.9,78.8,8.7,Partially cloudy,partly-cloudy-day
2022-02-03,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Sedan,Bike,44.5,43.0,93.5,0.218,rain,0.0,0.4,6.9,100.0,5.3,"Rain, Overcast",rain
2022-02-04,0.0,0.0,0,0,0,0,0,0,Other Vehicular,None,Station Wagon/Sport Utility Vehicle,None,41.3,38.1,89.9,0.469,"rain,freezingrain,snow,ice",0.6,0.3,12.4,100.0,7.9,"Snow, Rain, Freezing Drizzle/Freezing Rain, Ice, Overcast",snow
2022-02-05,1.0,0.0,0,0,0,0,1,0,Pavement Slippery,None,Motorscooter,None,27.0,22.8,62.1,0.0,snow,0.0,0.9,7.3,57.4,9.9,Partially cloudy,partly-cloudy-day
2022-02-06,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,27.0,20.7,60.1,0.0,none,0.0,0.0,10.1,7.0,9.9,Clear,clear-day
2022-02-07,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Sedan,36.1,31.4,86.6,0.015,"rain,freezingrain,snow",0.2,0.1,10.3,100.0,6.9,"Snow, Rain, Freezing Drizzle/Freezing Rain, Overcast",snow
2022-02-08,0.0,0.0,0,0,0,0,0,0,Pavement Defective,None,FOOD CART,None,39.1,34.9,69.1,0.005,rain,0.0,0.1,10.3,48.6,9.8,"Rain, Partially cloudy",rain
2022-02-09,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Sedan,37.6,33.5,59.8,0.0,none,0.0,0.0,9.1,0.2,9.9,Clear,clear-day
2022-02-10,1.0,0.0,1,0,0,0,0,0,Backing Unsafely,None,Box Truck,None,45.3,43.5,55.9,0.0,freezingrain,0.0,0.0,21.8,33.0,9.9,Partially cloudy,partly-cloudy-day
2022-02-11,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,Sedan,Bus,47.7,47.0,45.0,0.0,none,0.0,0.0,12.8,20.4,9.9,Partially cloudy,partly-cloudy-day
2022-02-12,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,51.9,51.3,41.7,0.0,rain,0.0,0.1,18.4,11.5,9.9,Clear,clear-day
2022-02-13,1.0,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Sedan,Sedan,34.3,28.8,75.4,0.046,"rain,snow",0.2,0.4,10.2,100.0,6.1,"Snow, Rain, Overcast",snow
2022-02-14,1.0,0.0,1,0,0,0,0,0,Driver Inexperience,None,None,None,24.6,17.5,48.5,0.0,none,0.0,0.4,10.6,14.8,9.9,Clear,clear-day
2022-02-15,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,None,Sedan,None,25.9,18.3,45.8,0.009,"rain,snow",0.1,0.2,12.4,0.2,9.9,"Snow, Rain",snow
2022-02-16,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,Bike,Station Wagon/Sport Utility Vehicle,37.6,33.3,65.0,0.0,none,0.0,0.0,12.5,10.6,9.9,Clear,clear-day
2022-02-17,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Taxi,E-Bike,55.6,54.9,66.4,0.131,rain,0.0,0.6,14.9,74.7,9.9,"Rain, Partially cloudy",rain
2022-02-18,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,None,Sedan,None,46.2,43.7,58.6,0.292,rain,0.0,0.0,19.1,48.5,9.9,"Rain, Partially cloudy",rain
2022-02-19,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,Sedan,Taxi,32.5,26.0,49.8,0.0,snow,0.0,0.0,16.1,25.8,9.8,Partially cloudy,partly-cloudy-day
2022-02-20,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Passenger Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,30.1,22.5,47.3,0.0,none,0.0,0.0,13.7,0.4,9.9,Clear,clear-day
2022-02-21,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Bike,41.6,38.4,56.2,0.0,none,0.0,0.0,10.3,0.5,9.9,Clear,clear-day
2022-02-22,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,47.6,44.7,86.1,0.06,"rain,freezingrain",0.0,0.0,15.6,66.2,8.0,"Rain, Freezing Drizzle/Freezing Rain, Partially cloudy",rain
2022-02-23,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Taxi,Box Truck,56.9,56.4,66.5,0.0,rain,0.0,0.0,14.0,44.9,9.9,Partially cloudy,partly-cloudy-day
2022-02-24,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,33.8,27.7,46.3,0.0,"freezingrain,snow,ice",0.0,0.0,12.4,57.3,9.9,Partially cloudy,partly-cloudy-day
2022-02-25,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Taxi,35.0,28.4,76.4,0.432,"rain,freezingrain,ice",0.7,0.1,16.9,78.5,7.9,"Rain, Freezing Drizzle/Freezing Rain, Ice, Partially cloudy",snow
2022-02-26,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Sedan,Pick-up Truck,31.8,25.3,52.2,0.0,none,0.0,0.0,12.5,13.8,9.9,Clear,clear-day
2022-02-27,1.0,0.0,0,0,1,0,0,0,Passenger Distraction,Unspecified,Sedan,Bike,38.1,31.1,47.3,0.028,"rain,snow",0.0,0.0,21.5,15.6,9.9,"Snow, Rain",rain
2022-02-28,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Ambulance,34.1,29.3,39.1,0.0,snow,0.0,0.0,9.2,14.7,9.9,Clear,clear-day
2022-03-01,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Bus,40.0,35.5,58.2,0.0,none,0.0,0.0,12.5,74.8,9.9,Partially cloudy,partly-cloudy-day
2022-03-02,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,Bike,46.2,44.2,55.0,0.0,rain,0.0,0.0,10.1,27.4,9.9,Partially cloudy,partly-cloudy-day
2022-03-03,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,None,Sedan,None,40.3,36.0,46.5,0.02,rain,0.0,0.0,14.0,30.6,9.9,"Rain, Partially cloudy",rain
2022-03-04,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,Pick-up Truck,31.2,24.6,42.2,0.0,none,0.0,0.0,10.3,0.5,9.9,Clear,clear-day
2022-03-05,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,39.3,36.2,51.7,0.0,rain,0.0,0.0,10.2,18.5,9.9,Clear,clear-day
2022-03-06,1.0,0.0,0,0,0,0,1,0,Other Vehicular,Cell Phone (hand-Held),Taxi,Bike,54.5,53.3,76.8,0.03,rain,0.0,0.0,17.8,67.4,9.8,"Rain, Partially cloudy",rain
2022-03-07,0.0,0.0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,Station Wagon/Sport Utility Vehicle,Dump,64.3,64.3,64.1,0.021,rain,0.0,0.0,22.3,43.2,9.9,"Rain, Partially cloudy",rain
2022-03-08,1.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,E-Bike,45.1,42.4,39.9,0.009,rain,0.0,0.0,10.1,23.3,9.9,"Rain, Partially cloudy",rain
2022-03-09,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,None,None,None,38.3,32.7,78.6,0.242,"rain,snow,ice",1.2,0.0,13.7,82.6,7.9,"Snow, Rain, Ice, Partially cloudy",snow
2022-03-10,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,None,Taxi,None,41.1,38.2,71.8,0.0,none,0.0,0.0,8.9,17.7,8.9,Clear,clear-day
2022-03-11,1.0,0.0,0,0,0,0,1,0,Driver Inexperience,Driver Inattention/Distraction,Sedan,Garbage or Refuse,45.1,43.2,59.1,0.009,rain,0.0,0.0,9.1,21.8,9.9,"Rain, Partially cloudy",rain
2022-03-12,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Sedan,Sedan,37.2,33.3,78.6,0.126,"rain,snow,ice",1.5,0.0,20.9,97.0,7.7,"Snow, Rain, Ice, Overcast",snow
2022-03-13,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Taxi,Sedan,29.4,20.0,52.0,0.0,"rain,snow",0.3,0.0,19.0,42.6,9.8,Partially cloudy,partly-cloudy-day
2022-03-14,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Sedan,Bike,44.4,41.2,49.8,0.0,none,0.0,0.0,11.4,30.8,9.9,Partially cloudy,partly-cloudy-day
2022-03-15,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,None,Sedan,None,53.5,52.1,47.2,0.0,rain,0.0,0.0,10.2,17.2,9.9,Clear,clear-day
2022-03-16,1.0,0.0,1,0,0,0,0,0,Unspecified,None,Bike,None,55.4,55.1,55.5,0.0,none,0.0,0.0,13.5,11.7,9.9,Clear,clear-day
2022-03-17,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Bus,Sedan,49.2,46.4,90.0,0.018,rain,0.0,0.0,16.5,87.9,5.9,"Rain, Partially cloudy",rain
2022-03-18,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Bus,Sedan,55.9,55.7,80.8,0.009,rain,0.0,0.0,8.9,48.0,7.3,"Rain, Partially cloudy",rain
2022-03-19,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,None,Taxi,None,57.2,56.7,79.7,0.104,rain,0.0,0.0,10.2,66.0,8.3,"Rain, Partially cloudy",rain
2022-03-20,1.0,0.0,1,0,0,0,0,0,Backing Unsafely,None,Sedan,None,54.1,53.8,61.9,0.01,rain,0.0,0.0,14.6,77.1,9.9,"Rain, Partially cloudy",rain
2022-03-21,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,Motorcycle,Sedan,53.3,52.5,39.3,0.036,rain,0.0,0.0,11.6,9.1,9.9,Rain,rain
2022-03-22,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,Bike,Sedan,52.7,51.9,27.1,0.0,none,0.0,0.0,11.6,29.8,9.9,Partially cloudy,partly-cloudy-day
