datetime,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,temp,feelslike,humidity,precip,preciptype,snow,snowdepth,windspeed,cloudcover,visibility,conditions,icon
2022-07-23,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Bike,Taxi,86.0,88.1,53.3,0.0,none,0.0,0.0,10.2,0.7,9.8,Clear,clear-day
2022-07-24,1.0,0.0,1,0,0,0,0,0,Cell Phone (hand-Held),None,Station Wagon/Sport Utility Vehicle,None,87.2,89.5,52.1,0.027,rain,0.0,0.0,14.5,11.7,9.9,Rain,rain
2022-07-25,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,None,None,None,82.7,88.3,72.9,0.116,rain,0.0,0.0,11.3,23.2,9.8,"Rain, Partially cloudy",rain
2022-07-26,0.0,0.0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,78.2,78.2,57.3,0.059,rain,0.0,0.0,14.6,8.8,9.9,Rain,rain
2022-07-27,1.0,0.0,0,0,1,0,0,0,Outside Car Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,E-Bike,78.6,78.8,58.5,0.037,rain,0.0,0.0,9.8,7.1,9.7,Rain,rain
2022-07-28,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,None,None,None,80.6,83.3,73.1,0.144,rain,0.0,0.0,9.3,46.4,9.9,"Rain, Partially cloudy",rain
2022-07-29,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,None,MOPED,None,80.1,80.8,62.0,0.079,rain,0.0,0.0,11.4,49.9,9.7,"Rain, Partially cloudy",rain
2022-07-30,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,E-Bike,SCOOTER,79.9,79.3,49.8,0.0,rain,0.0,0.0,13.9,48.0,9.9,Partially cloudy,partly-cloudy-day
2022-07-31,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,78.2,78.1,53.6,0.0,none,0.0,0.0,12.8,24.6,9.9,Partially cloudy,partly-cloudy-day
2022-08-01,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Sedan,Sedan,71.9,71.9,83.4,0.46,rain,0.0,0.0,8.1,84.3,6.8,"Rain, Partially cloudy",rain
2022-08-02,1.0,0.0,0,0,0,0,1,0,Driver Inexperience,Driver Inattention/Distraction,Sedan,Sedan,80.5,81.6,64.1,0.0,none,0.0,0.0,10.3,39.3,9.8,Partially cloudy,partly-cloudy-day
2022-08-03,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,None,80.4,80.5,57.4,0.0,none,0.0,0.0,13.9,9.7,9.9,Clear,clear-day
2022-08-04,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,None,Sedan,None,83.9,86.2,58.3,0.0,rain,0.0,0.1,11.4,20.8,9.9,Partially cloudy,partly-cloudy-day
2022-08-05,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,83.2,85.5,58.4,0.0,rain,0.0,0.2,10.4,30.5,9.9,Partially cloudy,partly-cloudy-day
2022-08-06,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,None,Station Wagon/Sport Utility Vehicle,None,83.9,87.3,61.9,0.0,rain,0.0,0.0,12.8,21.5,9.8,Partially cloudy,partly-cloudy-day
2022-08-07,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Bike,None,83.4,87.8,70.7,0.1,rain,0.0,0.0,16.7,36.6,9.5,"Rain, Partially cloudy",rain
2022-08-08,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,None,85.0,90.6,68.5,0.009,rain,0.0,0.0,12.2,37.6,9.9,"Rain, Partially cloudy",rain
2022-08-09,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,Box Truck,Station Wagon/Sport Utility Vehicle,87.3,94.4,64.8,0.011,rain,0.0,0.0,14.8,30.5,9.9,"Rain, Partially cloudy",rain
2022-08-10,1.0,0.0,0,0,0,0,1,0,Turning Improperly,None,MOPED,None,81.6,83.3,62.4,0.016,rain,0.0,0.0,12.8,67.4,9.9,"Rain, Partially cloudy",rain
2022-08-11,1.0,0.0,0,0,0,0,1,0,Passing Too Closely,Unspecified,Sedan,Pick-up Truck,79.9,79.7,62.8,0.112,rain,0.0,0.0,7.3,51.0,9.3,"Rain, Partially cloudy",rain
2022-08-12,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,None,Box Truck,None,77.8,77.2,40.1,0.0,none,0.0,0.0,9.6,39.1,9.9,Partially cloudy,partly-cloudy-day
2022-08-13,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,72.6,72.6,42.0,0.0,none,0.0,0.0,10.0,25.9,9.9,Partially cloudy,partly-cloudy-day
2022-08-14,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,None,73.9,73.8,46.2,0.0,none,0.0,0.0,18.3,13.5,9.9,Clear,clear-day
2022-08-15,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Motorcycle,Bus,74.8,74.7,49.9,0.0,none,0.0,0.0,11.4,28.1,9.9,Partially cloudy,partly-cloudy-day
2022-08-16,1.0,0.0,1,0,0,0,0,0,Traffic Control Disregarded,None,E-Bike,None,74.0,73.8,55.5,0.0,none,0.0,0.0,14.5,21.6,9.9,Partially cloudy,partly-cloudy-day
2022-08-17,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Taxi,Ambulance,73.1,73.1,56.6,0.332,rain,0.0,0.0,11.8,70.6,9.8,"Rain, Partially cloudy",rain
2022-08-18,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,74.4,73.9,56.1,0.0,none,0.0,0.0,7.3,32.6,9.9,Partially cloudy,partly-cloudy-day
2022-08-19,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,None,78.7,78.3,49.5,0.0,none,0.0,0.0,11.4,13.2,9.9,Clear,clear-day
2022-08-20,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,81.0,81.4,54.7,0.0,none,0.0,0.0,11.8,28.3,9.9,Partially cloudy,partly-cloudy-day
2022-08-21,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Taxi,None,76.8,77.2,69.5,0.0,none,0.0,0.0,11.4,36.9,9.8,Partially cloudy,partly-cloudy-day
2022-08-22,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Motorcycle,Station Wagon/Sport Utility Vehicle,75.3,75.3,82.0,0.134,rain,0.0,0.0,8.8,87.6,9.3,"Rain, Partially cloudy",rain
2022-08-23,1.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Sedan,E-Scooter,77.7,78.3,72.7,0.01,rain,0.0,0.0,11.4,59.8,7.5,"Rain, Partially cloudy",rain
2022-08-24,1.0,0.0,0,0,1,0,0,0,Turning Improperly,Unspecified,Bike,Sedan,80.1,79.6,52.2,0.0,none,0.0,0.0,12.8,19.2,9.9,Clear,clear-day
2022-08-25,1.0,0.0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,None,Bike,None,81.1,80.6,47.4,0.0,none,0.0,0.0,8.0,12.2,9.9,Clear,clear-day
2022-08-26,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,80.5,81.8,62.5,0.306,rain,0.0,0.0,8.8,45.4,9.2,"Rain, Partially cloudy",rain
2022-08-27,4.0,0.0,0,0,0,0,4,0,Traffic Control Disregarded,Unspecified,Sedan,Sedan,80.7,81.2,57.1,0.0,rain,0.0,0.0,8.1,44.2,9.9,Partially cloudy,partly-cloudy-day
2022-08-28,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,None,Sedan,None,76.1,76.2,73.2,0.0,rain,0.0,0.0,10.4,81.2,9.7,Partially cloudy,partly-cloudy-day
2022-08-29,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,78.8,79.9,72.5,0.0,rain,0.0,0.0,18.3,56.4,9.9,Partially cloudy,partly-cloudy-day
2022-08-30,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,None,Station Wagon/Sport Utility Vehicle,None,79.6,81.2,72.1,0.076,rain,0.0,0.0,12.4,43.0,9.7,"Rain, Partially cloudy",rain
2022-08-31,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,None,76.7,76.4,58.2,0.023,rain,0.0,0.0,19.7,32.6,9.6,"Rain, Partially cloudy",rain
2022-09-01,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Pick-up Truck,Sedan,77.2,76.5,38.8,0.0,none,0.0,0.0,12.8,3.5,9.8,Clear,clear-day
2022-09-02,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,E-Bike,None,70.1,70.1,52.7,0.0,none,0.0,0.0,9.0,10.1,9.9,Clear,clear-day
2022-09-03,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,None,72.5,72.6,65.2,0.0,none,0.0,0.0,7.2,28.0,9.9,Partially cloudy,partly-cloudy-day
2022-09-04,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,78.2,78.9,65.6,0.0,rain,0.0,0.0,9.2,56.0,9.9,Partially cloudy,partly-cloudy-day
2022-09-06,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,Sedan,Sedan,71.2,71.2,89.5,0.788,rain,0.0,0.0,9.9,96.4,5.7,"Rain, Overcast",rain
2022-09-27,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,UNK,64.8,64.8,49.4,0.0,none,0.0,0.0,9.8,32.7,9.9,Partially cloudy,partly-cloudy-day
2022-09-29,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Motorscooter,None,60.2,60.2,56.1,0.0,none,0.0,0.0,17.2,20.2,9.9,Partially cloudy,partly-cloudy-day
2022-10-05,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,56.5,56.5,89.4,0.481,rain,0.0,0.0,10.9,91.7,7.8,"Rain, Overcast",rain
2022-10-12,1.0,0.0,1,0,0,0,0,0,,None,None,None,63.0,63.0,54.4,0.0,none,0.0,0.0,19.7,14.4,9.9,Clear,clear-day
2023-07-03,1.0,0.0,0,0,0,0,1,0,View Obstructed/Limited,View Obstructed/Limited,Moped,None,80.3,82.5,71.3,0.03,rain,0.0,0.0,9.1,36.6,9.7,"Rain, Partially cloudy",rain
2023-07-18,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Station Wagon/Sport Utility Vehicle,Motorcycle,78.0,79.0,77.6,0.02,rain,0.0,0.0,17.1,18.5,9.4,Rain,rain
2023-07-23,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,79.8,80.0,54.4,0.0,none,0.0,0.0,8.8,9.3,9.9,Clear,clear-day
2023-12-15,2.0,0.0,0,0,0,0,2,0,Unspecified,None,Taxi,PK,46.3,42.9,48.6,0.0,none,0.0,0.0,12.5,0.7,9.9,Clear,clear-day
2023-12-18,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Sedan,None,53.0,51.0,81.2,0.122,rain,0.0,0.0,19.2,76.1,6.9,"Rain, Partially cloudy",rain
2023-12-20,1.0,0.0,0,0,1,0,0,0,Pavement Slippery,None,Bike,None,38.3,34.6,54.1,0.0,none,0.0,0.0,10.3,30.3,9.9,Partially cloudy,partly-cloudy-day
2023-12-22,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bus,33.9,30.5,50.2,0.0,none,0.0,0.0,12.6,3.2,9.9,Clear,clear-day
2024-02-01,1.0,0.0,1,0,0,0,0,0,Unspecified,None,Bus,None,39.9,36.9,77.7,0.0,rain,0.0,0.0,9.0,82.8,9.6,Partially cloudy,partly-cloudy-day
