PC1,PC2
-0.3391542426839828,-0.07724699388357664
-0.6361847511666667,-0.4405475741631988
-0.42693602578042544,-0.2674088909098673
-0.6082974719188432,-0.433039700081835
-0.6078420341126789,-0.2666382417938781
-0.15736157077948754,0.43268929646611554
-0.6125888580562231,-0.29916159110335083
-0.5936688256854691,-0.3862806915094157
-0.5061643506081492,-0.33375212598286674
-0.48376817897706215,-0.3356985978661828
-0.40002860171358845,-0.12880399191703273
-0.5636877519628029,-0.3113252817356901
-0.6136060932479149,-0.29709692328540477
-0.5313204337854787,-0.24522584519998528
-0.5536657271381483,-0.40758242113613147
-0.5662956969211819,-0.35769584355812245
-0.25731633217155475,0.016364029573196298
-0.598073153625129,-0.2225159900177306
-0.28801763414651393,-0.03255686281128986
-0.4290132432676402,-0.1287645694429446
-0.6099490270444451,-0.27756986069313166
-0.4265597731073458,-0.1069090770127525
-0.29445235090138655,0.12242447205892126
-0.4509947758938208,0.017806591006970518
-0.6665670893363981,-0.2569788348871709
-0.633071911590194,-0.12766672993919073
-0.6336927544137269,-0.18107002216755017
-0.6814164412751988,-0.397433079830648
-0.46004165094730065,-0.1302730792776977
-0.5591020457580776,-0.22742850672436613
-0.46158569729954796,-0.1181996443058764
-0.4362016838895076,-0.29276062542141057
-0.5943378076919701,-0.4267739662022626
-0.4344453795477595,-0.15972603591742554
-0.6047949530431945,-0.31912602305026694
-0.6444676082152883,-0.36187948622158905
-0.647074246979953,-0.2710082889889956
-0.6181088379887045,-0.06393988607485102
-0.6802548950051243,-0.12698768904186838
-0.5919821397496389,-0.20277237545044796
-0.6035338362752765,-0.2151143937818797
-0.6074772148816752,-0.2564260917210839
-0.6190460208017173,-0.2878604367177493
-0.6343163906961992,-0.20909976539088682
-0.559567224945671,-0.017718154138959732
-0.219393096037572,0.2887918205809017
-0.48645484014755763,-0.06510685226559051
-0.5137574024200489,0.010654876727383605
-0.4592017192224089,0.05278271837533016
-0.4819732195614396,0.08472853329912827
-0.4734797445630192,0.13880484952369904
-0.5727370637636102,0.0834955699098468
-0.6860238659016896,-0.08948696436479926
-0.7210685603511102,-0.3077159571368804
-0.6383896355183896,-0.23511804882948362
-0.6253296116848662,-0.14053182523797988
-0.5452966952590121,0.09499914250733063
-0.7099772139919593,-0.060812171710214344
-0.5638791093853788,0.11845070617312894
-0.6201758735385883,0.044015159140362276
-0.6623228336876141,-0.13998163321658694
-0.7575292385850463,-0.2692329787062957
-0.7532451590533419,-0.13417509018088952
-0.7032820925503522,-0.05176672065131169
-0.5284109341981956,0.12083270802062379
-0.7022075057566666,-0.06818042154389523
-0.7041724799024673,-0.25769543655113913
-0.662893091117488,-0.22544313446776804
-0.6524076829871457,-0.14444448835766371
-0.6694656552932768,-0.14971481526651553
-0.6180816073465776,-0.08613501382443824
-0.5270042855183583,0.11108494589686721
-0.520464115091298,0.09618055874007733
-0.7012786726101858,-0.03106965705536338
-0.7312183031438592,-0.0315703271747447
-0.7142896175365123,-0.022914010397450613
-0.7132828260806452,-0.03414794463767325
-0.6816530779121335,-0.020305294592670456
-0.7304994912146486,-0.10712700342353781
-0.6961052629176671,-0.06627757301015592
-0.6470501937654562,-0.027129711306700055
-0.6884546258718767,0.05665942086859019
-0.6797322586299361,-0.010054709488803881
-0.6473187140510703,0.009011549917650269
-0.5776548041490764,0.16964148801711554
-0.7326785542372303,-0.02407446379011613
-0.6695461439574636,0.034350334842446345
-0.6098677265377709,0.08131992152790768
-0.7014841777688694,0.03497187358954068
-0.6745138439955518,0.020848236096388667
-0.5917255494338454,0.13544248155045086
-0.667340485768081,0.08487507960111998
-0.6862425534028239,0.06061500550660817
-0.33676194595129116,0.32958302445139753
-0.5754672814839448,0.14416077351264844
-0.7187241382781153,-0.03108205414743298
-0.7028695415798408,-0.004938983846731665
-0.7464415495565725,-0.08950912400166805
-0.640192766886076,0.036462216153399174
-0.6167632493510187,0.0237949046036591
-0.6264238864591825,0.09030148981124228
-0.7779003306720587,-0.015022879935815761
-0.7657445936973017,-0.007332120864911806
